"lab","sample","concentration","method","transit_time"
499,548,104,"LC-MS-MS",10
499,549,60,"LC-MS-MS",10
499,550,22,"LC-MS-MS",10
500,546,55.1,"LC-MS-MS",10
500,547,75.8,"LC-MS-MS",10
500,548,95.4,"LC-MS-MS",10
500,549,72.7,"LC-MS-MS",10
500,550,25.7,"LC-MS-MS",10
501,546,41,"LC-MS-MS",6
501,547,69,"LC-MS-MS",6
501,548,76.7,"LC-MS-MS",6
501,549,49.2,"LC-MS-MS",6
501,550,22,"LC-MS-MS",6
502,546,49,"Roche Vitamin D Total II",1
502,547,69,"Roche Vitamin D Total II",1
502,548,90,"Roche Vitamin D Total II",1
502,549,64,"Roche Vitamin D Total II",1
502,550,28,"Roche Vitamin D Total II",1
503,546,40,"Beckman Unicel Dxi Total 25OHD",1
503,547,78,"Beckman Unicel Dxi Total 25OHD",1
503,548,97,"Beckman Unicel Dxi Total 25OHD",1
503,549,56,"Beckman Unicel Dxi Total 25OHD",1
503,550,28,"Beckman Unicel Dxi Total 25OHD",1
504,546,53,"Siemens ADVIA Centaur",1
504,547,69.1,"Siemens ADVIA Centaur",1
504,548,93.7,"Siemens ADVIA Centaur",1
504,549,63.8,"Siemens ADVIA Centaur",1
504,550,32.9,"Siemens ADVIA Centaur",1
505,546,50.8,"Roche Total 25OHD",7
505,547,71.5,"Roche Total 25OHD",7
505,548,93.7,"Roche Total 25OHD",7
505,549,63.6,"Roche Total 25OHD",7
505,550,27.3,"Roche Total 25OHD",7
506,546,63,"LC-MS-MS",6
506,547,70,"LC-MS-MS",6
506,548,75,"LC-MS-MS",6
506,549,59,"LC-MS-MS",6
506,550,27,"LC-MS-MS",6
507,546,47.6,"Abbott Architect - Old (3L52)",12
507,547,70.5,"Abbott Architect - Old (3L52)",12
507,548,90.1,"Abbott Architect - Old (3L52)",12
507,549,59.7,"Abbott Architect - Old (3L52)",12
507,550,22.4,"Abbott Architect - Old (3L52)",12
508,546,61,"Siemens ADVIA Centaur",8
508,547,79,"Siemens ADVIA Centaur",8
508,548,89,"Siemens ADVIA Centaur",8
508,549,65,"Siemens ADVIA Centaur",8
508,550,35,"Siemens ADVIA Centaur",8
509,546,63.3,"IDS-iSYS",6
509,547,88.5,"IDS-iSYS",6
509,548,100,"IDS-iSYS",6
509,549,68.5,"IDS-iSYS",6
509,550,31.5,"IDS-iSYS",6
510,546,20.3,"Roche Total 25OHD",10
510,547,28,"Roche Total 25OHD",10
510,548,35.6,"Roche Total 25OHD",10
510,549,24.2,"Roche Total 25OHD",10
510,550,10.3,"Roche Total 25OHD",10
511,546,43.8,"LC-MS-MS",7
511,547,65.5,"LC-MS-MS",7
511,548,78.3,"LC-MS-MS",7
511,549,53.8,"LC-MS-MS",7
511,550,23.5,"LC-MS-MS",7
512,546,55,"DiaSorin Liaison Total",3
512,547,71,"DiaSorin Liaison Total",3
512,548,88,"DiaSorin Liaison Total",3
512,549,63,"DiaSorin Liaison Total",3
512,550,26,"DiaSorin Liaison Total",3
513,546,56,"Roche Total 25OHD",20
513,547,87.3,"Roche Total 25OHD",20
513,548,100.8,"Roche Total 25OHD",20
513,549,68.8,"Roche Total 25OHD",20
513,550,21,"Roche Total 25OHD",20
514,546,55,"Roche Total 25OHD",8
514,547,82.3,"Roche Total 25OHD",8
514,548,98,"Roche Total 25OHD",8
514,549,61.3,"Roche Total 25OHD",8
514,550,19.5,"Roche Total 25OHD",8
515,546,56.6,"Roche Total 25OHD",14
515,547,85.1,"Roche Total 25OHD",14
515,548,97.8,"Roche Total 25OHD",14
515,549,62.9,"Roche Total 25OHD",14
515,550,27.7,"Roche Total 25OHD",14
516,546,53.8,"Roche Total 25OHD",3
516,547,85,"Roche Total 25OHD",3
516,548,94.8,"Roche Total 25OHD",3
516,549,57,"Roche Total 25OHD",3
516,550,19.5,"Roche Total 25OHD",3
517,546,38.8,"Abbott Architect - New (5P02)",8
517,547,42.8,"Abbott Architect - New (5P02)",8
517,548,59.5,"Abbott Architect - New (5P02)",8
517,549,37.3,"Abbott Architect - New (5P02)",8
517,550,15.3,"Abbott Architect - New (5P02)",8
518,546,57.8,"Roche Total 25OHD",14
518,547,93.2,"Roche Total 25OHD",14
518,548,104.4,"Roche Total 25OHD",14
518,549,69.8,"Roche Total 25OHD",14
518,550,28.6,"Roche Total 25OHD",14
519,546,54,"Roche Vitamin D Total II",4
519,547,71,"Roche Vitamin D Total II",4
519,548,83,"Roche Vitamin D Total II",4
519,549,61,"Roche Vitamin D Total II",4
519,550,26,"Roche Vitamin D Total II",4
520,546,41.5,"Beckman Unicel Dxi Total 25OHD",4
520,547,66.9,"Beckman Unicel Dxi Total 25OHD",4
520,548,79.9,"Beckman Unicel Dxi Total 25OHD",4
520,549,52.6,"Beckman Unicel Dxi Total 25OHD",4
520,550,25.4,"Beckman Unicel Dxi Total 25OHD",4
521,546,51.5,"LC-MS-MS",7
521,547,73.5,"LC-MS-MS",7
521,548,89.8,"LC-MS-MS",7
521,549,61,"LC-MS-MS",7
521,550,24.5,"LC-MS-MS",7
522,546,57,"Roche Vitamin D Total II",2
522,547,77,"Roche Vitamin D Total II",2
522,548,91,"Roche Vitamin D Total II",2
522,549,69,"Roche Vitamin D Total II",2
522,550,31,"Roche Vitamin D Total II",2
523,546,53.8,"DiaSorin Liaison Total",4
523,547,73.8,"DiaSorin Liaison Total",4
523,548,91.5,"DiaSorin Liaison Total",4
523,549,68.8,"DiaSorin Liaison Total",4
523,550,28.5,"DiaSorin Liaison Total",4
524,546,42.5,"DiaSorin Liaison Total",4
524,547,57.5,"DiaSorin Liaison Total",4
524,548,75,"DiaSorin Liaison Total",4
524,549,52.5,"DiaSorin Liaison Total",4
524,550,20,"DiaSorin Liaison Total",4
525,546,54,"DiaSorin Liaison Total",3
525,547,72.8,"DiaSorin Liaison Total",3
525,548,84.3,"DiaSorin Liaison Total",3
525,549,65.3,"DiaSorin Liaison Total",3
525,550,28.5,"DiaSorin Liaison Total",3
526,546,48.3,"DiaSorin Liaison Total",4
526,547,62.5,"DiaSorin Liaison Total",4
526,548,80,"DiaSorin Liaison Total",4
526,549,61.5,"DiaSorin Liaison Total",4
526,550,27,"DiaSorin Liaison Total",4
527,546,53.3,"DiaSorin Liaison Total",5
527,547,76.5,"DiaSorin Liaison Total",5
527,548,86.3,"DiaSorin Liaison Total",5
527,549,71,"DiaSorin Liaison Total",5
527,550,28.3,"DiaSorin Liaison Total",5
528,546,47.5,"Abbott Architect - New (5P02)",8
528,547,68.5,"Abbott Architect - New (5P02)",8
528,548,89.8,"Abbott Architect - New (5P02)",8
528,549,59.3,"Abbott Architect - New (5P02)",8
528,550,22.8,"Abbott Architect - New (5P02)",8
529,546,60.9,"Diazyme 25OH VitD Chemistry Analyzers",1
529,547,76.4,"Diazyme 25OH VitD Chemistry Analyzers",1
529,548,89.1,"Diazyme 25OH VitD Chemistry Analyzers",1
529,549,63.3,"Diazyme 25OH VitD Chemistry Analyzers",1
529,550,27.6,"Diazyme 25OH VitD Chemistry Analyzers",1
530,546,42.5,"Euroimmun ELISA",4
530,547,75.7,"Euroimmun ELISA",4
530,548,72,"Euroimmun ELISA",4
530,549,44.7,"Euroimmun ELISA",4
530,550,20.2,"Euroimmun ELISA",4
531,546,48.3,"IDS-iSYS",7
531,547,61.2,"IDS-iSYS",7
531,548,78.4,"IDS-iSYS",7
531,549,60,"IDS-iSYS",7
531,550,21.3,"IDS-iSYS",7
532,546,62.8,"IDS-iSYS New",8
532,547,85.8,"IDS-iSYS New",8
532,548,111.4,"IDS-iSYS New",8
532,549,80.8,"IDS-iSYS New",8
532,550,23.9,"IDS-iSYS New",8
533,546,54,"LC-MS-MS",6
533,547,82,"LC-MS-MS",6
533,548,106,"LC-MS-MS",6
533,549,70,"LC-MS-MS",6
533,550,26,"LC-MS-MS",6
534,546,53.2,"Roche Total 25OHD",9
534,547,77.8,"Roche Total 25OHD",9
534,548,90.5,"Roche Total 25OHD",9
534,549,57.8,"Roche Total 25OHD",9
534,550,23.8,"Roche Total 25OHD",9
535,546,51.5,"Abbott Architect - New (5P02)",7
535,547,74.1,"Abbott Architect - New (5P02)",7
535,548,96.6,"Abbott Architect - New (5P02)",7
535,549,62.3,"Abbott Architect - New (5P02)",7
535,550,24.2,"Abbott Architect - New (5P02)",7
536,546,52,"Roche Vitamin D Total II",2
536,547,76,"Roche Vitamin D Total II",2
536,548,86,"Roche Vitamin D Total II",2
536,549,66,"Roche Vitamin D Total II",2
536,550,27,"Roche Vitamin D Total II",2
537,546,54,"bioMerieux 25OH Vitamin D Total",1
537,547,71.8,"bioMerieux 25OH Vitamin D Total",1
537,548,91,"bioMerieux 25OH Vitamin D Total",1
537,549,64,"bioMerieux 25OH Vitamin D Total",1
537,550,23.3,"bioMerieux 25OH Vitamin D Total",1
538,546,52.6,"HPLC",10
538,547,66.9,"HPLC",10
538,548,75,"HPLC",10
538,549,145.7,"HPLC",10
538,550,32.4,"HPLC",10
539,546,39.7,"LC-MS-MS",7
539,547,58.8,"LC-MS-MS",7
539,548,75.9,"LC-MS-MS",7
539,549,51.8,"LC-MS-MS",7
539,550,21.2,"LC-MS-MS",7
540,546,49.5,"Abbott Architect - New (5P02)",1
540,547,74.4,"Abbott Architect - New (5P02)",1
540,548,97.5,"Abbott Architect - New (5P02)",1
540,549,60.4,"Abbott Architect - New (5P02)",1
540,550,21.9,"Abbott Architect - New (5P02)",1
541,546,57,"Roche Vitamin D Total II",2
541,547,77,"Roche Vitamin D Total II",2
541,548,92,"Roche Vitamin D Total II",2
541,549,65,"Roche Vitamin D Total II",2
541,550,27,"Roche Vitamin D Total II",2
542,546,42.7,"Fujirebio Lumipulse G 25OH Vit D",4
542,547,62.2,"Fujirebio Lumipulse G 25OH Vit D",4
542,548,74.6,"Fujirebio Lumipulse G 25OH Vit D",4
542,549,51.6,"Fujirebio Lumipulse G 25OH Vit D",4
542,550,15.4,"Fujirebio Lumipulse G 25OH Vit D",4
543,546,48.8,"Roche Vitamin D Total II",4
543,547,70.3,"Roche Vitamin D Total II",4
543,548,82.3,"Roche Vitamin D Total II",4
543,549,56.3,"Roche Vitamin D Total II",4
543,550,23.8,"Roche Vitamin D Total II",4
544,546,50.3,"IDS-iSYS New",13
544,547,69.3,"IDS-iSYS New",13
544,548,87.7,"IDS-iSYS New",13
544,549,64.5,"IDS-iSYS New",13
544,550,25.6,"IDS-iSYS New",13
545,546,52.3,"Roche Total 25OHD",15
545,547,78.3,"Roche Total 25OHD",15
545,548,97.6,"Roche Total 25OHD",15
545,549,62.5,"Roche Total 25OHD",15
545,550,26,"Roche Total 25OHD",15
546,546,55.5,"LC-MS-MS",8
546,547,69.3,"LC-MS-MS",8
546,548,88.5,"LC-MS-MS",8
546,549,62,"LC-MS-MS",8
546,550,26,"LC-MS-MS",8
547,546,50,"LC-MS-MS",2
547,547,74,"LC-MS-MS",2
547,548,87,"LC-MS-MS",2
547,549,62,"LC-MS-MS",2
547,550,25,"LC-MS-MS",2
548,546,53,"Siemens ADVIA Centaur",9
548,547,80,"Siemens ADVIA Centaur",9
548,548,97,"Siemens ADVIA Centaur",9
548,549,67.3,"Siemens ADVIA Centaur",9
548,550,34.8,"Siemens ADVIA Centaur",9
549,546,68.1,"Siemens ADVIA Centaur",9
549,547,87.2,"Siemens ADVIA Centaur",9
549,548,104.1,"Siemens ADVIA Centaur",9
549,549,79.2,"Siemens ADVIA Centaur",9
549,550,39.1,"Siemens ADVIA Centaur",9
550,546,48,"DiaSorin Liaison Total",1
550,547,62,"DiaSorin Liaison Total",1
550,548,85,"DiaSorin Liaison Total",1
550,549,59,"DiaSorin Liaison Total",1
550,550,24,"DiaSorin Liaison Total",1
551,546,49,"Roche Vitamin D Total II",1
551,547,72,"Roche Vitamin D Total II",1
551,548,89,"Roche Vitamin D Total II",1
551,549,61,"Roche Vitamin D Total II",1
551,550,23,"Roche Vitamin D Total II",1
552,546,41,"IDS-iSYS New",1
552,547,82,"IDS-iSYS New",1
552,548,99,"IDS-iSYS New",1
552,549,64,"IDS-iSYS New",1
552,550,28,"IDS-iSYS New",1
553,546,55.5,"Roche Total 25OHD",4
553,547,83.3,"Roche Total 25OHD",4
553,548,103,"Roche Total 25OHD",4
553,549,62,"Roche Total 25OHD",4
553,550,25.5,"Roche Total 25OHD",4
554,546,56,"DiaSorin Liaison Total",4
554,547,74,"DiaSorin Liaison Total",4
554,548,95.8,"DiaSorin Liaison Total",4
554,549,68.5,"DiaSorin Liaison Total",4
554,550,27.5,"DiaSorin Liaison Total",4
555,546,57.3,"DiaSorin Liaison Total",12
555,547,76,"DiaSorin Liaison Total",12
555,548,92.3,"DiaSorin Liaison Total",12
555,549,66,"DiaSorin Liaison Total",12
555,550,28.8,"DiaSorin Liaison Total",12
556,546,49.2,"DiaSorin Liaison Total",6
556,547,61,"DiaSorin Liaison Total",6
556,548,97.1,"DiaSorin Liaison Total",6
556,549,68.3,"DiaSorin Liaison Total",6
556,550,30.1,"DiaSorin Liaison Total",6
557,546,50.4,"Abbott Architect - New (5P02)",1
557,547,70.6,"Abbott Architect - New (5P02)",1
557,548,93.6,"Abbott Architect - New (5P02)",1
557,549,60.1,"Abbott Architect - New (5P02)",1
557,550,19.8,"Abbott Architect - New (5P02)",1
558,546,47.9,"LC-MS-MS",4
558,547,75.1,"LC-MS-MS",4
558,548,85.8,"LC-MS-MS",4
558,549,57.6,"LC-MS-MS",4
558,550,24.3,"LC-MS-MS",4
559,546,45,"Beckman Unicel Dxi Total 25OHD",4
559,547,77.5,"Beckman Unicel Dxi Total 25OHD",4
559,548,85,"Beckman Unicel Dxi Total 25OHD",4
559,549,52.5,"Beckman Unicel Dxi Total 25OHD",4
559,550,27.5,"Beckman Unicel Dxi Total 25OHD",4
560,546,46,"Roche Vitamin D Total II",7
560,547,65.3,"Roche Vitamin D Total II",7
560,548,79.6,"Roche Vitamin D Total II",7
560,549,57.6,"Roche Vitamin D Total II",7
560,550,24.1,"Roche Vitamin D Total II",7
561,546,72.5,"DiaSorin Liaison Total",10
561,547,92.4,"DiaSorin Liaison Total",10
561,548,111,"DiaSorin Liaison Total",10
561,549,79.9,"DiaSorin Liaison Total",10
561,550,36,"DiaSorin Liaison Total",10
562,546,48,"DiaSorin Liaison Total",6
562,547,66,"DiaSorin Liaison Total",6
562,548,87,"DiaSorin Liaison Total",6
562,549,63,"DiaSorin Liaison Total",6
562,550,25,"DiaSorin Liaison Total",6
563,546,57,"LC-MS-MS",8
563,547,80.7,"LC-MS-MS",8
563,548,99,"LC-MS-MS",8
563,549,70.4,"LC-MS-MS",8
563,550,25.9,"LC-MS-MS",8
564,546,38.3,"Euroimmun ELISA",7
564,547,75.3,"Euroimmun ELISA",7
564,548,85.8,"Euroimmun ELISA",7
564,549,80.8,"Euroimmun ELISA",7
564,550,21.5,"Euroimmun ELISA",7
565,546,48.8,"Siemens ADVIA Centaur",8
565,547,60.3,"Siemens ADVIA Centaur",8
565,548,76.3,"Siemens ADVIA Centaur",8
565,549,59.7,"Siemens ADVIA Centaur",8
565,550,24.9,"Siemens ADVIA Centaur",8
566,546,70.4,"Siemens ADVIA Centaur",7
566,547,82.8,"Siemens ADVIA Centaur",7
566,548,102.8,"Siemens ADVIA Centaur",7
566,549,79.6,"Siemens ADVIA Centaur",7
566,550,42.7,"Siemens ADVIA Centaur",7
567,546,47,"Roche Vitamin D Total II",2
567,547,70,"Roche Vitamin D Total II",2
567,548,82,"Roche Vitamin D Total II",2
567,549,64,"Roche Vitamin D Total II",2
567,550,26,"Roche Vitamin D Total II",2
568,546,48,"Roche Vitamin D Total II",2
568,547,72,"Roche Vitamin D Total II",2
568,548,85,"Roche Vitamin D Total II",2
568,549,62,"Roche Vitamin D Total II",2
568,550,25,"Roche Vitamin D Total II",2
569,546,53.9,"IDS-iSYS",10
569,547,67.5,"IDS-iSYS",10
569,548,89.2,"IDS-iSYS",10
569,549,66.2,"IDS-iSYS",10
569,550,26.7,"IDS-iSYS",10
570,546,21.1,"Unknown",9
570,547,26,"Unknown",9
570,548,26.5,"Unknown",9
570,549,22.1,"Unknown",9
570,550,7.4,"Unknown",9
571,546,60,"Siemens ADVIA Centaur",1
571,547,80,"Siemens ADVIA Centaur",1
571,548,93,"Siemens ADVIA Centaur",1
571,549,71,"Siemens ADVIA Centaur",1
571,550,31,"Siemens ADVIA Centaur",1
572,546,41.2,"Roche Total 25OHD",7
572,547,74.3,"Roche Total 25OHD",7
572,548,86.6,"Roche Total 25OHD",7
572,549,66.4,"Roche Total 25OHD",7
572,550,31.7,"Roche Total 25OHD",7
573,546,53.2,"Roche Total 25OHD",10
573,547,82,"Roche Total 25OHD",10
573,548,96.1,"Roche Total 25OHD",10
573,549,58.2,"Roche Total 25OHD",10
573,550,23.1,"Roche Total 25OHD",10
574,546,56.1,"LC-MS-MS",7
574,547,83.2,"LC-MS-MS",7
574,548,103.4,"LC-MS-MS",7
574,549,72.2,"LC-MS-MS",7
574,550,28.1,"LC-MS-MS",7
575,546,55.1,"LC-MS-MS",13
575,547,77.5,"LC-MS-MS",13
575,548,96.1,"LC-MS-MS",13
575,549,68.5,"LC-MS-MS",13
575,550,26.2,"LC-MS-MS",13
576,546,67.8,"LC-MS-MS",1
576,547,72.3,"LC-MS-MS",1
576,548,89.5,"LC-MS-MS",1
576,549,63.2,"LC-MS-MS",1
576,550,26.1,"LC-MS-MS",1
577,546,52.8,"Abbott Architect - New (5P02)",4
577,547,75.8,"Abbott Architect - New (5P02)",4
577,548,97.8,"Abbott Architect - New (5P02)",4
577,549,62.5,"Abbott Architect - New (5P02)",4
577,550,22.5,"Abbott Architect - New (5P02)",4
578,546,48,"Abbott Architect - New (5P02)",3
578,547,75,"Abbott Architect - New (5P02)",3
578,548,98,"Abbott Architect - New (5P02)",3
578,549,65,"Abbott Architect - New (5P02)",3
578,550,24,"Abbott Architect - New (5P02)",3
579,546,49.6,"Roche Vitamin D Total II",11
579,547,76.4,"Roche Vitamin D Total II",11
579,548,88.8,"Roche Vitamin D Total II",11
579,549,60.7,"Roche Vitamin D Total II",11
579,550,24.5,"Roche Vitamin D Total II",11
580,546,53.3,"Siemens ADVIA Centaur",1
580,547,66.2,"Siemens ADVIA Centaur",1
580,548,80.5,"Siemens ADVIA Centaur",1
580,549,58,"Siemens ADVIA Centaur",1
580,550,25.4,"Siemens ADVIA Centaur",1
581,546,49.7,"Siemens ADVIA Centaur",1
581,547,69.1,"Siemens ADVIA Centaur",1
581,548,85.1,"Siemens ADVIA Centaur",1
581,549,60.8,"Siemens ADVIA Centaur",1
581,550,26.6,"Siemens ADVIA Centaur",1
582,546,47.3,"Abbott Architect - Old (3L52)",7
582,547,67.5,"Abbott Architect - Old (3L52)",7
582,548,88,"Abbott Architect - Old (3L52)",7
582,549,57.3,"Abbott Architect - Old (3L52)",7
582,550,20.5,"Abbott Architect - Old (3L52)",7
583,546,53,"Roche Vitamin D Total II",14
583,547,69.5,"Roche Vitamin D Total II",14
583,548,81.6,"Roche Vitamin D Total II",14
583,549,59.5,"Roche Vitamin D Total II",14
583,550,28.5,"Roche Vitamin D Total II",14
584,546,47.3,"HPLC",7
584,547,59.5,"HPLC",7
584,548,79.8,"HPLC",7
584,549,46.5,"HPLC",7
584,550,21.5,"HPLC",7
585,546,56.1,"Roche Total 25OHD",10
585,547,80.4,"Roche Total 25OHD",10
585,548,103.8,"Roche Total 25OHD",10
585,549,60.3,"Roche Total 25OHD",10
585,550,26.1,"Roche Total 25OHD",10
586,546,47.2,"Abbott Architect - New (5P02)",1
586,547,70.9,"Abbott Architect - New (5P02)",1
586,548,95.4,"Abbott Architect - New (5P02)",1
586,549,60.8,"Abbott Architect - New (5P02)",1
586,550,22.3,"Abbott Architect - New (5P02)",1
587,546,45,"Beckman Unicel Dxi Total 25OHD",1
587,547,57,"Beckman Unicel Dxi Total 25OHD",1
587,548,70,"Beckman Unicel Dxi Total 25OHD",1
587,549,47,"Beckman Unicel Dxi Total 25OHD",1
587,550,24,"Beckman Unicel Dxi Total 25OHD",1
588,546,55.9,"LC-MS-MS",7
588,547,80.5,"LC-MS-MS",7
588,548,90.9,"LC-MS-MS",7
588,549,68.8,"LC-MS-MS",7
588,550,23.6,"LC-MS-MS",7
589,546,54.9,"Siemens ADVIA Centaur",1
589,547,74,"Siemens ADVIA Centaur",1
589,548,95.4,"Siemens ADVIA Centaur",1
589,549,68.8,"Siemens ADVIA Centaur",1
589,550,33.6,"Siemens ADVIA Centaur",1
590,546,36,"Beckman Unicel Dxi Total 25OHD",1
590,547,68,"Beckman Unicel Dxi Total 25OHD",1
590,548,76,"Beckman Unicel Dxi Total 25OHD",1
590,549,46,"Beckman Unicel Dxi Total 25OHD",1
590,550,20,"Beckman Unicel Dxi Total 25OHD",1
591,546,45,"Beckman Unicel Dxi Total 25OHD",1
591,547,72,"Beckman Unicel Dxi Total 25OHD",1
591,548,77,"Beckman Unicel Dxi Total 25OHD",1
591,549,49,"Beckman Unicel Dxi Total 25OHD",1
591,550,30,"Beckman Unicel Dxi Total 25OHD",1
592,546,51.8,"Roche Total 25OHD",8
592,547,79,"Roche Total 25OHD",8
592,548,94.7,"Roche Total 25OHD",8
592,549,56.6,"Roche Total 25OHD",8
592,550,18.6,"Roche Total 25OHD",8
593,546,64.8,"Roche Total 25OHD",11
593,547,98,"Roche Total 25OHD",11
593,548,110.4,"Roche Total 25OHD",11
593,549,70,"Roche Total 25OHD",11
593,550,31.8,"Roche Total 25OHD",11
594,546,51.8,"Beckman Unicel Dxi Total 25OHD",10
594,547,70.6,"Beckman Unicel Dxi Total 25OHD",10
594,548,151.2,"Beckman Unicel Dxi Total 25OHD",10
594,549,94.1,"Beckman Unicel Dxi Total 25OHD",10
594,550,31.3,"Beckman Unicel Dxi Total 25OHD",10
595,546,46.5,"Abbott Architect - New (5P02)",9
595,547,65.8,"Abbott Architect - New (5P02)",9
595,548,87.3,"Abbott Architect - New (5P02)",9
595,549,22,"Abbott Architect - New (5P02)",9
595,550,58.3,"Abbott Architect - New (5P02)",9
596,546,58.4,"DiaSorin Liaison Total",7
596,547,79.5,"DiaSorin Liaison Total",7
596,548,96.5,"DiaSorin Liaison Total",7
596,549,70.7,"DiaSorin Liaison Total",7
596,550,29.2,"DiaSorin Liaison Total",7
597,546,64.5,"DiaSorin Liaison Total",7
597,547,80.3,"DiaSorin Liaison Total",7
597,548,100,"DiaSorin Liaison Total",7
597,549,73.4,"DiaSorin Liaison Total",7
597,550,31.2,"DiaSorin Liaison Total",7
598,546,55.6,"DiaSorin Liaison Total",7
598,547,73.9,"DiaSorin Liaison Total",7
598,548,91.1,"DiaSorin Liaison Total",7
598,549,68,"DiaSorin Liaison Total",7
598,550,32,"DiaSorin Liaison Total",7
599,546,39.1,"Beckman Unicel Dxi Total 25OHD",1
599,547,72.8,"Beckman Unicel Dxi Total 25OHD",1
599,548,81.2,"Beckman Unicel Dxi Total 25OHD",1
599,549,49.3,"Beckman Unicel Dxi Total 25OHD",1
599,550,22.7,"Beckman Unicel Dxi Total 25OHD",1
600,546,57.3,"DiaSorin Liaison Total",4
600,547,74.5,"DiaSorin Liaison Total",4
600,548,93,"DiaSorin Liaison Total",4
600,549,67,"DiaSorin Liaison Total",4
600,550,28.3,"DiaSorin Liaison Total",4
601,546,44.5,"Abbott Architect - New (5P02)",9
601,547,67.3,"Abbott Architect - New (5P02)",9
601,548,89.8,"Abbott Architect - New (5P02)",9
601,549,58,"Abbott Architect - New (5P02)",9
601,550,19.5,"Abbott Architect - New (5P02)",9
602,546,52,"Abbott Architect - New (5P02)",1
602,547,72,"Abbott Architect - New (5P02)",1
602,548,93,"Abbott Architect - New (5P02)",1
602,549,61,"Abbott Architect - New (5P02)",1
602,550,27,"Abbott Architect - New (5P02)",1
603,546,49.4,"LC-MS-MS",1
603,547,66.3,"LC-MS-MS",1
603,548,82,"LC-MS-MS",1
603,549,58.9,"LC-MS-MS",1
603,550,24.6,"LC-MS-MS",1
604,546,55,"Roche Vitamin D Total II",1
604,547,80,"Roche Vitamin D Total II",1
604,548,97,"Roche Vitamin D Total II",1
604,549,67,"Roche Vitamin D Total II",1
604,550,30,"Roche Vitamin D Total II",1
605,546,48.4,"Abbott Architect - New (5P02)",1
605,547,74.3,"Abbott Architect - New (5P02)",1
605,548,97,"Abbott Architect - New (5P02)",1
605,549,62.4,"Abbott Architect - New (5P02)",1
605,550,19.6,"Abbott Architect - New (5P02)",1
606,546,74,"Siemens ADVIA Centaur",4
606,547,86,"Siemens ADVIA Centaur",4
606,548,115,"Siemens ADVIA Centaur",4
606,549,77,"Siemens ADVIA Centaur",4
606,550,39,"Siemens ADVIA Centaur",4
607,546,55.7,"Unknown",15
607,547,88.2,"Unknown",15
607,548,103,"Unknown",15
607,549,69.5,"Unknown",15
607,550,29.1,"Unknown",15
608,546,54,"Roche Vitamin D Total II",1
608,547,73,"Roche Vitamin D Total II",1
608,548,88,"Roche Vitamin D Total II",1
608,549,64,"Roche Vitamin D Total II",1
608,550,31,"Roche Vitamin D Total II",1
609,546,57.7,"Roche Total 25OHD",7
609,547,82.6,"Roche Total 25OHD",7
609,548,96.3,"Roche Total 25OHD",7
609,549,62.3,"Roche Total 25OHD",7
609,550,27.7,"Roche Total 25OHD",7
610,546,52,"Beckman Access2 Total 25OHD",2
610,547,73.9,"Beckman Access2 Total 25OHD",2
610,548,83.5,"Beckman Access2 Total 25OHD",2
610,549,61.3,"Beckman Access2 Total 25OHD",2
610,550,31.2,"Beckman Access2 Total 25OHD",2
611,546,18.8,"Abbott Architect - New (5P02)",4
611,547,27.2,"Abbott Architect - New (5P02)",4
611,548,35.5,"Abbott Architect - New (5P02)",4
611,549,23.8,"Abbott Architect - New (5P02)",4
611,550,8.6,"Abbott Architect - New (5P02)",4
612,546,48.4,"Roche Vitamin D Total II",3
612,547,71.1,"Roche Vitamin D Total II",3
612,548,86.1,"Roche Vitamin D Total II",3
612,549,61.7,"Roche Vitamin D Total II",3
612,550,28.4,"Roche Vitamin D Total II",3
613,546,51.3,"Affimedix Rapi-D 25OHDTest",4
613,547,72.5,"Affimedix Rapi-D 25OHDTest",4
613,548,91.3,"Affimedix Rapi-D 25OHDTest",4
613,549,53.4,"Affimedix Rapi-D 25OHDTest",4
613,550,23.1,"Affimedix Rapi-D 25OHDTest",4
614,546,49,"LC-MS-MS",7
614,547,66,"LC-MS-MS",7
614,548,84,"LC-MS-MS",7
614,549,59,"LC-MS-MS",7
614,550,25,"LC-MS-MS",7
615,546,55,"Unknown",1
615,547,69,"Unknown",1
615,548,77,"Unknown",1
615,549,54,"Unknown",1
615,550,28,"Unknown",1
616,546,44,"Unknown",1
616,547,69,"Unknown",1
616,548,80,"Unknown",1
616,549,54,"Unknown",1
616,550,28,"Unknown",1
617,546,50.5,"Affimedix Micro-D Sandwich ELISA",4
617,547,73.1,"Affimedix Micro-D Sandwich ELISA",4
617,548,92.1,"Affimedix Micro-D Sandwich ELISA",4
617,549,59.9,"Affimedix Micro-D Sandwich ELISA",4
617,550,23.6,"Affimedix Micro-D Sandwich ELISA",4
618,546,52.9,"LumiQuick Rapid Vitamin D",7
618,547,73.9,"LumiQuick Rapid Vitamin D",7
618,548,98.4,"LumiQuick Rapid Vitamin D",7
618,549,53.4,"LumiQuick Rapid Vitamin D",7
618,550,23.9,"LumiQuick Rapid Vitamin D",7
619,546,52.1,"DiaSorin Liaison Total",9
619,547,71.7,"DiaSorin Liaison Total",9
619,548,89.4,"DiaSorin Liaison Total",9
619,549,66.8,"DiaSorin Liaison Total",9
619,550,28.5,"DiaSorin Liaison Total",9
620,546,55,"DiaSorin Liaison Total",4
620,547,82.3,"DiaSorin Liaison Total",4
620,548,98,"DiaSorin Liaison Total",4
620,549,69.3,"DiaSorin Liaison Total",4
